date,userid,tweet,lang
2022-03-22 23:59:49+00:00,948344670064644098,"Utah and Arizona both had Covid-19 vaccine bans temporarily. Utah’s expired in August 2021 because the vaccines received FDA approval, which was the condition for their banhttps://t.co/qZwMcnFF4J",en
2022-03-22 23:59:17+00:00,743209832417681409,"@LVonBliss @byua99 @ksbw No, the science has shown so far that it reduces death for everyone. Even healthy people can die from COVID-19 and the vaccine has reduced that.",en
2022-03-22 23:58:48+00:00,65977440,"@country_boy_can @semperveritatem @SconsetCapital @MonicaCrowley What does that have to do with whether or not it's mandated by an employer? If it's quite safe and helpful in reducing illness and death, that's great.With the Covid-19 vaccine, it's helping bring a pandemic to an end. With the polio vaccine, it's trying to keep it away.",en
2022-03-22 23:58:42+00:00,218310106,"WHO issues its first emergency use validation for a COVID-19 vaccine and emphasizes need for equitable global access, ,https://t.co/TV6zI2JECs",en
2022-03-22 23:56:44+00:00,1453033769544339461,@DavidVeLar2 @aaron4loans @BreakdownSystem @KeelKeel13 @JuanDel93535298 @MrUniteUs @marten_damien @jagjeetay @TheOsirica @ShutupTucker @SteelPhilFan @sierranolandely @Redlu52 @jeremiahs2021 @Lene04367892 @MemphisPaul66 @UncaFreddy @Dennb53 @GOurcountry @purebloodzrule @14America1776 @FlaBoyPolkCty @porto2022 @deadwood29 @tchrgrl79 @bennyjohnson @YouTube @NBCNews Lol! Covidian judge FOX 26 tried to get ahold of Judge Travis Kitchens without luck. He is the same judge FOX 26 covered a few weeks ago who mandated the parents in a divorce to get a COVID-19 vaccine in order to see their kids.,en
2022-03-22 23:56:36+00:00,923038544381206528,"She also expressed her gratitude for the Trump vaccines. ""@HillaryClinton tests positive for COVID-19, says she has 'mild' symptoms."" https://t.co/5YRO1ga2gN",en
2022-03-22 23:55:00+00:00,716418153232908288,Woman Died of Rare Brain Bleed After Getting COVID-19 Vaccine: Coronerhttps://t.co/BusNHEufuz,en
2022-03-22 23:54:37+00:00,998134139319717888,received between 07/04/2021 and 09/03/22 for COVID-19 vaccine Modernahttps://t.co/0gmZs9wQBpTOTAL REACTIONS FOR DRUGS: 120994TOTAL REPORTS: 36337TOTAL FATAL OUTCOME RESULTS: 43All UK spontaneous reports received up to and including 09/03/22 for COVID-19 vaccines where the,en
2022-03-22 23:54:36+00:00,998134139319717888,"COVID-19 vaccine Oxford University/AstraZeneca. Some people suffered more than one vaccine adverse reaction, regarding total reports.https://t.co/3qNkLQ41aaTOTAL REACTIONS FOR DRUGS: 864632TOTAL REPORTS: 244183TOTAL FATAL OUTCOME RESULTS: 1244All UK spontaneous reports",en
2022-03-22 23:54:28+00:00,113683358,mRNA COVID-19 Vaccines Show No Impact on IVF Success Rates https://t.co/6fypVwD9kX,en
2022-03-22 23:53:42+00:00,743209832417681409,@LVonBliss @byua99 @ksbw So far the science has shown that vaccines primarily reduce symptoms and death. The science is unclear on if it reduces spread. I hope you continue to remain COVID-19 free.,en
2022-03-22 23:53:34+00:00,716418153232908288,87 Percent of Immunized Who Died of COVID-19 in Hong Kong Got Chinese-Made Vaccine: Reporthttps://t.co/ekpQ1DIhON,en
2022-03-22 23:52:36+00:00,371950003,"@HillaryClinton Thank you, President Trump, for the Covid-19 vaccines and pharmaceuticals!,",en
